INT,REGION,STATE,COUNTY,CD,SAMPCELL,SAMPYTH,SAMPGEN,ACTAGE,AGECAT,UPELECT,DIRECT,PGDBAL,GENERIC,DTID,JBID,PBID,JCID,KHID,BSID,EWID,CBID,NPID,MMID,GOPCID,DEMCID,DJTJA,DJTIS1,DJTIS2,DJTIS3,DJTIS4,DJTIS5,DJTIS6,DT3W,ELVIEW,FORAGN,Q26,Q27,Q28,IHPC1,IHPC2,IHPC3,IHPC4,IHPC5,IHPC6,IHPC7,IHPC8,IHPC9,IHPC10,IHPC11,IHPC12,IHCC1,IHCC2,IHCC3,IHCC4,IHCC5,IHCC6,IHCC7,IHCC8,IHCC9,IHCC10,IHCC11,IHCC12,ECONW,CIVIL1,CIVIL2,CIVIL3,CIVIL4,CIVIL5,CIVIL6,CRES1,CRES2,CRES3,CRES4,CRES5,CRES6,CRES7,CRES8,CRES9,DIVSCL,EDUC,IDEOL,PARTYID,PARTY,PVOTE16,UNION,MARITAL,CHILD,DENOMFRQ,BORN,RACE,HISP,ECONCLA2,SOURCE,SEXEMP,USR,LIST,INTGEN,LENGTHWW,ZIP,PROJECT,CURRPROJ,STATECD,STATENAME,CDPAR,COMPCD,RRINTEREA,RRINTEREB,RRINTEREC,RRINTERED,RRINTEREE,RRINTEREF,RRINTEREG,RRINTEREH,RRINTEREI,RRINTEREJ,RRINTEREK,AGE,RAGE,RAGEFL,NRCCAGE1,NRCCAGE2,NRCCAGE3,NRCCAGE4,NRCCAGE5,NRCCAGE6,RDIRECT,RPGDBAL,RGENERIC,RDTID,RJBID,RPBID,RJCID,RKHID,RBSID,REWID,RCBID,RNPID,RMMID,RGOPCID,RDEMCID,RDJTJA,RDJTIS1,RDJTIS2,RDJTIS3,RDJTIS4,RDJTIS5,RDJTIS6,R26,R28,RCIVIL1,RCIVIL2,RCIVIL3,RCIVIL4,RCIVIL5,RCIVIL6,REDUC,RIDEOL,RRIDEOL,RPARTYID,RPARTY,RUNION,RMARITAL,RCHILD,RRACE,RHISP,RSOURCE,RSEXEMP,SEX,GENDER,DATE,R96,R96FL,RR96,RR96FL,RPTYID89,RPTYID90,RPTY90FL,RPTYID98,RPTYD981,R89,R90,R90FL,R98,R981,R99,PARTISAN,STATUS,ONE,turn1,turn2,turn3,turn4,turn5,turnp1,turnp2,turnp3,turnp4,turnp5,turns1,turns2,turns3,turns4,turns5,turnc1,turnc2,turnc3,turnc4,turnc5,turng1,turng2,turng3,turng4,turng5,TOGGLE,TIMESRUN,W1,TIMESRUN2,W2,RUSR,RG1,RG2,PREZ16,SEN20,USRACE,EMPSTAT,AGERACE,GENRACE,WHSENIOR,PARIDEOL,EDRAC,SEXED2,SEXEDWH,MARAC,GENMAR2,MOMDAD,BUNDY,SEXBORN,RACEVANG,IDEOVAN,CLARAC,JACNT,RDENOMFR,goal1,goal2,goal3,turn,goal4,NUMCASES,ACTUAL,pturn,diff
114,3,47,37,5,N,N,F,59, ,1,5,4,5,4,2,2,2,2,5,2,2,2,4,3,2,5,5,5,5,4,5,4,1,5,5,1,3,2,6,6,6,6,6,6,6,6,6,6,6,6,2,4,2,2,2,2,2,2,2,4,2,4,2,4,1,2,1,2,1,1,2,2,4,2,2,4,4,1,75,7,4,5,6,2,3,2,3,2,2,1,2,2,6,6,4,2,2,26.7,37076,16440,16440,4705,Tennessee,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,2,3,2,1,1,1,1,3,1,1,1,2,2,1,3,3,3,3,3,3,3,1,1,3,1,1,1,1,1,4,3,3,3,3,2,2,2,1,2,5,3,3,2,20191006,6,6,4,4,4,4,4,4,4,6,6,6,4,4,3,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.981590874,0,1,3,3,5,1,2,2,2,2,2,2,1,1,3,3,1,4,3,2,4, , ,1,5,1,31,42,75,20.98,53,1011,52.99751428,82.18232387,0
116,3,47,35,6,Y,Y,F,44, ,1,1,1,1,1,4,6,6,6,4,4,4,4,2,1,4,1,1,2,1,1,1,2,3,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,4,1,2,2,4,2,2,2,4,65,5,2,1,2,1,3,2,1,4,1,1,2,2,4,6,1,1,2,17.76666667,38555,16440,16440,4706,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,4,4,4,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,1,1,2,2,1,1,2,4,3,3,2,20191006,5,5,3,3,2,1,1,1,1,2,1,1,1,1,3,1,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.134685723,0,1,1,3,5,1,2,6,2,2,2,2,5,3,4,1,1,4,2,1,3,1,1,1,1,2,28,38,75,28.93,53,1011,52.99751428,9.782555095,0
239,3,47,111,6,N,Y,F,44, ,1,1,1,1,1,6,6,6,6,5,6,6,4,6,1,4,1,1,1,1,1,1,1,3,2,1,1,2,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,1,1,2,3,1,2,2,2,2,2,2,4,95,3,2,1,2,1,3,2,1,2,2,1,2,2,6,10,1,2,2,21.43333333,37083,16440,16440,4706,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,4,4,4,4,3,4,4,2,4,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,5,4,2,2,20191007,3,3,3,3,2,1,1,1,1,2,1,1,1,1,2,1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.134685723,0,1,1,3,5,1,2,6,1,2,2,2,5,3,4,1,1,4,2,1,4, , ,1,1,1,28,38,75,21.71,53,1011,52.99751428,75.51512859,0
312,3,47,87,6,Y,Y,M,37, ,1,1,1,1,1,4,5,4,4,2,4,3,4,4,3,4,1,1,1,4,1,4,4,2,2,2,1,2,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,1,1,1,2,1,1,1,2,1,3,5,1,1,1,1,1,4,4,4,4,4,4,4,4,4,30,6,1,1,2,1,3,3,1,1,1,1,2,2,6,1,1,2,2,25.86666667,38562,16440,16440,4706,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,3,2,2,1,2,2,2,2,2,2,1,1,1,3,1,3,3,1,3,3,1,1,1,1,1,4,1,1,1,1,2,3,1,1,2,5,1,1,1,20191007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,1,3,5,1,2,6,2,2,1,2,5,1,1,3,3,5,1,7,1,1,1,1,3,1,28,38,75,23.09,47,1011,47.00248572,57.9154261,0
400,3,47,41,6,Y,Y,M,67, ,1,1,1,1,1,3,5,4,4,3,3,4,4,2,2,3,1,1,2,2,1,1,2,3,2,1,1,2,5,1,1,1,4,1,1,4,1,4,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,2,1,1,2,1,1,1,3,1,1,1,2,50,5,2,3,2,1,3,2,2,4,1,1,2,3,1,6,1,1,2,19.01666667,37166,16440,16440,4706,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,2.2, , ,1.4, ,1,1,1,1,2,3,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,1,1,2,2,2,1,2,1,3,3,2,20191008,6,6,4,4,2,2,2,1,1,2,2,2,1,1,3,1,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,1,3,5,1,2,6,2,2,2,1,5,3,4,1,1,4,3,2,3,1,1,5,1,2,21,38,75,29.88,53,1011,52.99751428,1.537461075,0
410,3,47,185,6,Y,Y,M,49, ,1,5,6,2,3,4,6,6,6,1,6,6,4,2,2,2,3,2,2,2,2,5,5,1,2,2,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,2,1,2,2,2,2,2,2,2,4,1,1,1,1,1,2,2,2,2,2,1,2,2,2,51,7,2,3,3,1,3,2,2,1,1,1,2,3,8,1,1,2,1,18.28333333,38583,16440,16440,4706,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,3,3,1,2,2,4,4,4,1,4,4,2,1,1,1,2,1,1,1,1,3,3,1,3,3,1,1,1,1,1,4,1,2,1,1,2,2,2,1,2,5,1,1,1,20191008,2,1,2,1,1,2,1,1,1,1,2,1,1,1,3,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.924461875,0,1,1,3,5,1,2,6,2,2,1,2,5,1,1,3,1,3,3,2,1,1,1,5,3,1,31,38,75,22.34,47,1011,47.00248572,64.99821526,0
439,3,47,165,6,N,N,F,999,8,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,3,2,1,1,2,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,4,1,1,1,4,1,1,1,4,100,5,2,3,3,1,3,2,2,2,2,1,2,2,2,4,1,2,2,23.81666667,37188,16440,16440,4706,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,2.2, , ,1.4, ,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,2,1,1,2,2,2,1,2,2,2,1,1,20191008,2,2,2,2,1,2,2,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.55350614,0,1,1,3,5,1,2,6,3,2,1,1,5,3,2,1,1,3,3,2,2, , ,1,1,1,21,38,75,29.91,47,1011,47.00248572,0.367908761,0
765,3,47,133,6,N,Y,M,43, ,1,5,1,1,1,4,6,6,6,4,5,6,4,5,2,4,1,1,1,1,1,1,2,3,2,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,1,2,1,2,1,1,2,1,1,2,2,2,1,2,1,100,5,1,1,2,1,3,4,2,5,1,1,2,2,8,1,1,2,2,17.48333333,38570,16440,16440,4706,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,3,1,1,1,2,4,4,4,2,3,4,2,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,3,2,1,2,5,1,1,1,20191009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,1,3,5,1,2,6,2,2,1,2,5,3,2,1,3,5,3,4,1,1,1,1,1,3,28,38,75,28.36,47,1011,47.00248572,11.50936525,0
766,3,47,185,6,N,Y,F,18, ,3,4,7,5,4,1,6,6,6,2,6,6,2,6,6,6,4,2,5,4,2,5,4,1,2,1,1,3,4,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,2,2,1,2,2,2,2,4,1,2,1,1,4,2,2,2,2,2,2,2,2,2,2,85,3,4,7,8,2,3,1,2,2,2,1,1,2,8,6,1,2,2,16.61666667,38583,16440,16440,4706,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.1, , , , ,3,3,3,2,1,4,4,4,1,4,4,1,4,4,4,3,1,3,3,1,3,3,1,3,1,1,1,1,3,1,2,3,3,3,2,2,1,2,3,1,5,3,3,2,20191009,5,5,3,3,4,3,3,4,6,4,3,3,2,6,1,4,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,2.239524464,0,1,1,3,5,1,2,6,2,5,6,2,3,4,4,2,4,7,3,6,4, , ,3,3,1,20,42,9,17.01,53,1011,52.99751428,98.83970334,0
96,3,47,69,7,N,Y,F,41, ,1,1,1,1,1,3,6,6,2,4,2,6,4,3,2,4,1,1,1,1,1,1,1,2,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,1,2,2,3,2,2,1,2,2,4,60,6,2,3,3,1,1,2,2,1,3,1,2,3,10,6,1,2,1,16.85,38052,16440,16440,4707,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,4,4,1,2,1,4,2,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,2,1,1,1,2,2,1,2,7,3,3,2,20191006,5,5,3,3,2,1,1,1,1,2,1,1,1,1,3,2,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.134685723,0,1,1,3,5,1,2,6,2,2,2,2,5,1,3,3,1,4,3,2,4, , ,5,1,1,28,38,75,23.77,53,1011,52.99751428,45.54427007,0
466,3,47,187,7,Y,Y,M,19, ,2,3,6,5,4,3,5,5,5,2,2,5,2,2,3,5,5,4,4,4,5,5,4,2,2,1,1,3,1,4,4,2,4,2,2,2,4,2,1,2,4,6,6,6,6,6,6,6,6,6,6,6,6,2,5,2,4,4,2,2,2,2,1,2,2,3,2,1,1,45,5,4,5,5,4,3,1,2,6,2,1,2,2,8,5,4,1,2,22.71666667,37027,16440,16440,4707,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.1, , , , ,2,3,3,2,2,3,3,3,1,1,3,1,1,2,3,3,3,3,3,3,3,3,1,1,3,1,3,3,1,1,3,3,3,3,3,2,1,2,1,2,5,2,1,1,20191008,1,1,1,1,3,3,3,4,4,5,5,5,4,4,1,4,3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.920974367,0,1,3,3,5,1,2,1,1,1,1,2,1,3,2,1,3,1,3,6,2, , ,1,5,3,20,42,75,23.13,47,1011,47.00248572,55.54603859,0
793,3,47,125,7,N,Y,M,42, ,1,3,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,4,5,4,4,4,4,2,1,1,4,5,3,3,3,3,3,1,2,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,1,1,1,2,2,2,1,1,2,5,5,1,79,7,3,4,4,3,3,2,1,8,2,1,2,2,8,2,1,2,1,22.9,37043,16440,16440,4707,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,1,3,1,1,1,1,1,1,4,2,3,2,2,2,2,1,1,2,5,1,1,1,20191010,1,1,1,1,5,5,5,2,2,3,3,3,2,2,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,2.543479171,0,1,1,3,5,1,2,6,2,2,1,2,3,1,1,3,1,3,1,1,2, , ,1,4,4,28,20,75,19.73,47,1011,47.00248572,89.77434611,0
93,3,47,131,8,N,Y,M,37, ,1,2,2,1,2,3,3,4,4,4,4,4,4,1,2,4,2,1,2,1,1,2,2,2,1,2,1,3,4,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2,1,1,1,3,2,3,2,2,2,2,4,4,2,1,1,2,2,3,2,1,1,70,7,2,1,1,3,3,1,2,4,2,1,2,2,3,1,1,2,2,14.83333333,38261,16440,16440,4708,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,4,1,2,1,1,2,1,2,1,2,3,1,1,1,20191006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,1,3,5,1,2,6,2,2,1,2,5,1,1,3,3,1,3,6,2, , ,1,1,2,28,38,75,21.73,47,1011,47.00248572,74.91007435,0
742,3,47,157,8,Y,Y,M,42, ,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,4,1,1,2,1,1,2,2,3,2,1,3,7,7,1,1,1,1,1,1,2,1,1,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,80,6,1,3,2,1,3,2,1,3,1,1,2,2,6,1,4,1,1,18.2,38139,16440,16440,4708,Tennessee,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,4,1,1,1,1,2,2,1,1,2,5,1,1,1,20191009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,3,3,5,1,2,1,2,2,1,2,5,1,1,3,1,3,1,1,1,1,1,1,1,2,28,38,75,23.09,47,1011,47.00248572,57.9154261,0
916,4,48,201,2,N,N,F,76, ,2,1,1,1,1,3,3,3,4,2,4,4,3,2,2,3,1,1,2,3,1,4,2,3,3,1,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,5,1,1,1,5,5,4,2,2,2,5,5,4,0,5,1,1,3,6,1,2,2,2,2,1,2,2,1,9,3,2,2,20.8,77098,16440,16440,4802,Texas,1,2,0,0,0,0,0,0,0,0,0,0,0,10,4,3,4,2.2, , ,1.4, ,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,1,3,1,1,3,3,3,3,1,1,1,3,1,1,1,1,1,2,2,1,2,1,4,2,2,20191010,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,2,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,2,4,3,2,2,5,3,2,2,1,5,3,4,1,1,4,3,2,4, , ,1,3,1,21,38,75,27.73,53,1011,52.99751428,14.77104967,0
348,4,48,449,4,N,N,F,82, ,1,5,1,1,1,4,4,4,4,4,4,4,4,1,2,4,1,1,2,1,1,1,1,2,2,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,90,5,2,3,3,1,3,5,2,2,1,1,2,2,1,9,1,2,1,15.51666667,75455,16440,16440,4804,Texas,1,2,0,0,0,0,0,0,0,0,0,0,0,11,4,3,4,2.2, , ,1.4, ,3,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,1,1,2,3,2,1,2,1,4,2,2,20191007,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,2,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,1,4,3,2,2,6,3,2,2,1,5,3,4,1,3,6,3,7,3,1,1,1,1,1,21,38,75,29.23,53,1011,52.99751428,7.438047952,0
798,4,48,181,4,N,Y,M,45, ,1,1,1,1,1,4,5,3,6,4,1,5,4,5,1,4,1,1,1,1,1,1,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,1,4,1,2,2,2,4,1,1,1,4,3,1,2,4,75,6,1,1,1,1,3,4,1,1,1,1,2,2,2,6,4,2,2,15.66666667,75090,16440,16440,4804,Texas,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,3,2,4,2,1,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,2,3,1,1,2,2,3,3,2,20191010,6,5,4,3,2,2,1,1,1,2,2,1,1,1,3,1,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,3,4,3,2,2,2,2,2,2,2,5,1,3,3,3,6,2,3,3,1,1,1,1,1,31,38,75,24.18,53,1011,52.99751428,39.86419945,0
147,4,48,257,5,Y,Y,M,64, ,1,1,1,1,1,3,6,6,4,4,4,4,4,5,2,4,1,1,1,2,1,2,2,3,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,4,1,1,1,2,5,1,2,4,50,5,1,1,1,1,3,2,2,1,1,1,2,2,10,1,4,1,2,17.76666667,75126,16440,16440,4805,Texas,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,1,1,1,1,2,4,4,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,2,7,1,1,1,20191006,2,2,2,2,1,2,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.924461875,0,1,3,4,3,2,2,1,2,2,1,1,5,3,2,1,1,3,3,2,1,1,1,1,1,1,31,38,75,29.28,47,1011,47.00248572,6.25316867,0
156,4,48,113,5,N,N,F,50, ,1,5,5,5,4,1,4,1,1,1,1,3,1,3,4,3,5,4,5,2,5,5,5,1,2,1,3,7,7,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,2,2,2,2,2,2,3,1,1,5,1,1,1,3,3,2,3,4,4,4,4,1,5,6,2,7,7,2,3,1,2,2,1,2,2,5,2,9,4,2,2,18.7,75180,16440,16440,4805,Texas,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,3,3,3,2,1,2,1,1,1,1,2,1,2,2,2,3,3,3,1,3,3,3,2,4,1,1,3,1,1,1,4,1,2,3,3,2,1,2,2,2,2,4,2,2,20191006,4,3,4,3,4,4,3,3,5,6,6,5,3,5,3,5,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.17646831,0,1,3,4,3,2,2,4,3,4,4,2,2,2,3,3,4,7,3,6,3,2,2,5,4,1,31,42,12,20.68,53,1011,52.99751428,84.08604626,0
538,4,48,1,5,N,N,F,79, ,1,1,7,1,1,4,4,4,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,3,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,4,5,1,1,1,60,6,2,1,2,1,3,2,2,1,1,1,2,2,1,9,1,2,2,22.6,75801,16440,16440,4805,Texas,1,2,0,0,0,0,0,0,0,0,0,0,0,10,4,3,4,2.2, , ,1.4, ,1,3,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,4,1,2,1,1,2,2,2,1,2,1,4,2,2,20191008,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,1,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,1,4,3,2,2,6,3,2,2,1,5,1,3,3,1,4,3,2,3,1,1,1,1,1,21,38,75,24.07,53,1011,52.99751428,40.90043154,0
925,4,48,113,5,N,N,F,57, ,1,1,2,5,2,2,1,3,1,2,2,1,1,2,2,2,1,1,1,1,1,1,5,3,2,1,1,2,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,1,1,2,1,2,2,2,1,3,1,5,2,1,1,1,3,2,3,3,2,3,1,1,1,100,5,5,7,6,2,3,4,2,8,3,7,3,6,12,12,6,2,2,21.61666667,75180,16440,16440,4805,Texas,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,3,3,3,3,3,2,3,2,4,2,6,4,2,2,20191010,4,4,4,4,4,4,4,4,4,6,6,6,4,4,3,5,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.251250159,0,1,4,4,3,2,2, ,4,8,7,2,1,4,4,2,4,7,3,4,4, , ,5,2,4,31,42,4,27.56,53,1011,52.99751428,14.99996225,0
958,4,48,499,5,N,N,F,74, ,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,4,1,1,1,1,1,1,1,3,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,5,1,1,1,3,1,1,1,2,1,1,1,3,90,3,1,1,1,1,3,5,2,5,1,1,2,2,2,6,1,2,2,17.88333333,75773,16440,16440,4805,Texas,1,2,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,2.2, , ,1.4, ,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,2,3,2,1,2,2,3,3,2,20191010,6,6,4,4,2,2,2,1,1,2,2,2,1,1,3,1,5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,1,4,3,2,2,6,2,2,2,1,5,3,4,1,3,6,3,7,3,1,1,1,1,3,21,38,75,22.66,53,1011,52.99751428,62.72394758,0
331,4,48,439,6,N,Y,F,999,7,2,5,7,5,4,1,2,2,2,2,1,2,2,4,4,1,5,4,5,5,5,5,5,1,2,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,2,1,2,1,4,1,1,2,1,30,3,6,7,7,2,3,2,2,3,1,2,2,2,1,4,1,2,2,16.41666667,76018,16440,16440,4806,Texas,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,3,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,3,3,3,2,2,2,2,2,1,2,1,1,20191007,2,2,2,2,3,4,4,4,5,5,6,6,4,5,3,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.087641437,0,1,1,4,3,2,2,6,3,4,3,2,2,4,2,2,2,7,3,2,1,2,4,2,5,2,31,42,12,20.06,47,1011,47.00248572,87.74956276,0
